model_name,layer_index,pc_index,alpha
cspresnet50_classification,320,25,628029.1441834247
cspresnet50_classification,320,26,977009.9572992247
cspresnet50_classification,320,27,628029.1441834247
cspresnet50_classification,320,28,1519911.0829529332
cspresnet50_classification,320,29,977009.9572992247
cspresnet50_classification,320,30,977009.9572992247
cspresnet50_classification,320,31,628029.1441834247
cspresnet50_classification,320,32,628029.1441834247
cspresnet50_classification,320,33,977009.9572992247
cspresnet50_classification,320,34,977009.9572992247
cspresnet50_classification,320,35,977009.9572992247
cspresnet50_classification,320,36,977009.9572992247
cspresnet50_classification,320,37,1519911.0829529332
cspresnet50_classification,320,38,628029.1441834247
cspresnet50_classification,320,39,977009.9572992247
cspresnet50_classification,320,40,628029.1441834247
cspresnet50_classification,320,41,1519911.0829529332
cspresnet50_classification,320,42,628029.1441834247
cspresnet50_classification,320,43,977009.9572992247
cspresnet50_classification,320,44,1519911.0829529332
cspresnet50_classification,320,45,628029.1441834247
cspresnet50_classification,320,46,1519911.0829529332
cspresnet50_classification,320,47,628029.1441834247
cspresnet50_classification,320,48,403701.72585965495
cspresnet50_classification,320,49,628029.1441834247
cspresnet50_classification,320,50,977009.9572992247
ghostnet_100_classification,290,1,628029.1441834247
ghostnet_100_classification,290,2,259502.4211399732
ghostnet_100_classification,290,3,259502.4211399732
ghostnet_100_classification,290,4,259502.4211399732
ghostnet_100_classification,290,5,403701.72585965495
ghostnet_100_classification,290,6,628029.1441834247
ghostnet_100_classification,290,7,628029.1441834247
ghostnet_100_classification,290,8,977009.9572992247
ghostnet_100_classification,290,9,628029.1441834247
ghostnet_100_classification,290,10,628029.1441834247
ghostnet_100_classification,290,11,628029.1441834247
ghostnet_100_classification,290,12,403701.72585965495
ghostnet_100_classification,290,13,977009.9572992247
ghostnet_100_classification,290,14,628029.1441834247
ghostnet_100_classification,290,15,628029.1441834247
ghostnet_100_classification,290,16,628029.1441834247
ghostnet_100_classification,290,17,628029.1441834247
ghostnet_100_classification,290,18,1519911.0829529332
ghostnet_100_classification,290,19,628029.1441834247
ghostnet_100_classification,290,20,977009.9572992247
ghostnet_100_classification,290,21,628029.1441834247
ghostnet_100_classification,290,22,977009.9572992247
ghostnet_100_classification,290,23,628029.1441834247
ghostnet_100_classification,290,24,1519911.0829529332
ghostnet_100_classification,290,25,628029.1441834247
ghostnet_100_classification,290,26,1519911.0829529332
ghostnet_100_classification,290,27,977009.9572992247
ghostnet_100_classification,290,28,1519911.0829529332
ghostnet_100_classification,290,29,977009.9572992247
ghostnet_100_classification,290,30,977009.9572992247
ghostnet_100_classification,290,31,628029.1441834247
ghostnet_100_classification,290,32,628029.1441834247
ghostnet_100_classification,290,33,977009.9572992247
ghostnet_100_classification,290,34,1519911.0829529332
ghostnet_100_classification,290,35,977009.9572992247
ghostnet_100_classification,290,36,977009.9572992247
ghostnet_100_classification,290,37,1519911.0829529332
ghostnet_100_classification,290,38,628029.1441834247
ghostnet_100_classification,290,39,977009.9572992247
ghostnet_100_classification,290,40,977009.9572992247
ghostnet_100_classification,290,41,977009.9572992247
ghostnet_100_classification,290,42,977009.9572992247
ghostnet_100_classification,290,43,977009.9572992247
ghostnet_100_classification,290,44,1519911.0829529332
ghostnet_100_classification,290,45,628029.1441834247
ghostnet_100_classification,290,46,1519911.0829529332
ghostnet_100_classification,290,47,977009.9572992247
ghostnet_100_classification,290,48,403701.72585965495
ghostnet_100_classification,290,49,977009.9572992247
ghostnet_100_classification,290,50,977009.9572992247
mobilenetv3_large_100_classification,252,1,403701.72585965495
mobilenetv3_large_100_classification,252,2,166810.0537200059
mobilenetv3_large_100_classification,252,3,166810.0537200059
mobilenetv3_large_100_classification,252,4,166810.0537200059
mobilenetv3_large_100_classification,252,5,166810.0537200059
mobilenetv3_large_100_classification,252,6,403701.72585965495
mobilenetv3_large_100_classification,252,7,403701.72585965495
mobilenetv3_large_100_classification,252,8,628029.1441834247
mobilenetv3_large_100_classification,252,9,259502.4211399732
mobilenetv3_large_100_classification,252,10,259502.4211399732
mobilenetv3_large_100_classification,252,11,403701.72585965495
mobilenetv3_large_100_classification,252,12,166810.0537200059
mobilenetv3_large_100_classification,252,13,628029.1441834247
mobilenetv3_large_100_classification,252,14,403701.72585965495
mobilenetv3_large_100_classification,252,15,259502.4211399732
mobilenetv3_large_100_classification,252,16,403701.72585965495
mobilenetv3_large_100_classification,252,17,403701.72585965495
mobilenetv3_large_100_classification,252,18,977009.9572992247
mobilenetv3_large_100_classification,252,19,403701.72585965495
mobilenetv3_large_100_classification,252,20,628029.1441834247
mobilenetv3_large_100_classification,252,21,403701.72585965495
mobilenetv3_large_100_classification,252,22,403701.72585965495
mobilenetv3_large_100_classification,252,23,403701.72585965495
mobilenetv3_large_100_classification,252,24,628029.1441834247
mobilenetv3_large_100_classification,252,25,403701.72585965495
mobilenetv3_large_100_classification,252,26,628029.1441834247
mobilenetv3_large_100_classification,252,27,403701.72585965495
mobilenetv3_large_100_classification,252,28,977009.9572992247
mobilenetv3_large_100_classification,252,29,628029.1441834247
mobilenetv3_large_100_classification,252,30,403701.72585965495
mobilenetv3_large_100_classification,252,31,403701.72585965495
mobilenetv3_large_100_classification,252,32,403701.72585965495
mobilenetv3_large_100_classification,252,33,403701.72585965495
mobilenetv3_large_100_classification,252,34,628029.1441834247
mobilenetv3_large_100_classification,252,35,403701.72585965495
mobilenetv3_large_100_classification,252,36,628029.1441834247
mobilenetv3_large_100_classification,252,37,977009.9572992247
mobilenetv3_large_100_classification,252,38,403701.72585965495
mobilenetv3_large_100_classification,252,39,628029.1441834247
mobilenetv3_large_100_classification,252,40,403701.72585965495
mobilenetv3_large_100_classification,252,41,628029.1441834247
mobilenetv3_large_100_classification,252,42,628029.1441834247
mobilenetv3_large_100_classification,252,43,628029.1441834247
mobilenetv3_large_100_classification,252,44,628029.1441834247
mobilenetv3_large_100_classification,252,45,403701.72585965495
mobilenetv3_large_100_classification,252,46,977009.9572992247
mobilenetv3_large_100_classification,252,47,403701.72585965495
mobilenetv3_large_100_classification,252,48,259502.4211399732
mobilenetv3_large_100_classification,252,49,403701.72585965495
mobilenetv3_large_100_classification,252,50,628029.1441834247
ghostnet_100_classification,290,1,628029.1441834247
ghostnet_100_classification,290,2,259502.4211399732
ghostnet_100_classification,290,3,259502.4211399732
ghostnet_100_classification,290,4,259502.4211399732
ghostnet_100_classification,290,5,403701.72585965495
ghostnet_100_classification,290,6,628029.1441834247
ghostnet_100_classification,290,7,628029.1441834247
ghostnet_100_classification,290,8,977009.9572992247
ghostnet_100_classification,290,9,628029.1441834247
ghostnet_100_classification,290,10,628029.1441834247
ghostnet_100_classification,290,11,628029.1441834247
ghostnet_100_classification,290,12,403701.72585965495
ghostnet_100_classification,290,13,977009.9572992247
ghostnet_100_classification,290,14,628029.1441834247
ghostnet_100_classification,290,15,628029.1441834247
ghostnet_100_classification,290,16,628029.1441834247
ghostnet_100_classification,290,17,628029.1441834247
ghostnet_100_classification,290,18,1519911.0829529332
ghostnet_100_classification,290,19,628029.1441834247
ghostnet_100_classification,290,20,977009.9572992247
ghostnet_100_classification,290,21,628029.1441834247
ghostnet_100_classification,290,22,977009.9572992247
ghostnet_100_classification,290,23,628029.1441834247
ghostnet_100_classification,290,24,1519911.0829529332
ghostnet_100_classification,290,25,628029.1441834247
ghostnet_100_classification,290,26,1519911.0829529332
ghostnet_100_classification,290,27,977009.9572992247
ghostnet_100_classification,290,28,1519911.0829529332
ghostnet_100_classification,290,29,977009.9572992247
ghostnet_100_classification,290,30,977009.9572992247
ghostnet_100_classification,290,31,628029.1441834247
ghostnet_100_classification,290,32,628029.1441834247
ghostnet_100_classification,290,33,977009.9572992247
ghostnet_100_classification,290,34,1519911.0829529332
ghostnet_100_classification,290,35,977009.9572992247
ghostnet_100_classification,290,36,977009.9572992247
ghostnet_100_classification,290,37,1519911.0829529332
ghostnet_100_classification,290,38,628029.1441834247
ghostnet_100_classification,290,39,977009.9572992247
ghostnet_100_classification,290,40,977009.9572992247
ghostnet_100_classification,290,41,977009.9572992247
ghostnet_100_classification,290,42,977009.9572992247
ghostnet_100_classification,290,43,977009.9572992247
ghostnet_100_classification,290,44,1519911.0829529332
ghostnet_100_classification,290,45,628029.1441834247
ghostnet_100_classification,290,46,1519911.0829529332
ghostnet_100_classification,290,47,977009.9572992247
ghostnet_100_classification,290,48,403701.72585965495
ghostnet_100_classification,290,49,977009.9572992247
ghostnet_100_classification,290,50,977009.9572992247
convnext_base_classification,273,1,5722367.659350208
convnext_base_classification,273,2,3678379.7718286267
convnext_base_classification,273,3,1519911.0829529332
convnext_base_classification,273,4,2364489.412645407
convnext_base_classification,273,5,3678379.7718286267
convnext_base_classification,273,6,5722367.659350208
convnext_base_classification,273,7,3678379.7718286267
convnext_base_classification,273,8,8902150.854450375
convnext_base_classification,273,9,3678379.7718286267
convnext_base_classification,273,10,3678379.7718286267
convnext_base_classification,273,11,3678379.7718286267
convnext_base_classification,273,12,2364489.412645407
convnext_base_classification,273,13,8902150.854450375
convnext_base_classification,273,14,3678379.7718286267
convnext_base_classification,273,15,3678379.7718286267
convnext_base_classification,273,16,5722367.659350208
convnext_base_classification,273,17,5722367.659350208
convnext_base_classification,273,18,8902150.854450375
convnext_base_classification,273,19,5722367.659350208
convnext_base_classification,273,20,5722367.659350208
convnext_base_classification,273,21,5722367.659350208
convnext_base_classification,273,22,5722367.659350208
convnext_base_classification,273,23,5722367.659350208
convnext_base_classification,273,24,8902150.854450375
convnext_base_classification,273,25,3678379.7718286267
convnext_base_classification,273,26,8902150.854450375
convnext_base_classification,273,27,5722367.659350208
convnext_base_classification,273,28,8902150.854450375
convnext_base_classification,273,29,5722367.659350208
convnext_base_classification,273,30,5722367.659350208
convnext_base_classification,273,31,5722367.659350208
convnext_base_classification,273,32,5722367.659350208
convnext_base_classification,273,33,5722367.659350208
convnext_base_classification,273,34,8902150.854450375
convnext_base_classification,273,35,5722367.659350208
convnext_base_classification,273,36,8902150.854450375
convnext_base_classification,273,37,8902150.854450375
convnext_base_classification,273,38,3678379.7718286267
convnext_base_classification,273,39,5722367.659350208
convnext_base_classification,273,40,5722367.659350208
convnext_base_classification,273,41,5722367.659350208
convnext_base_classification,273,42,5722367.659350208
convnext_base_classification,273,43,8902150.854450375
convnext_base_classification,273,44,8902150.854450375
convnext_base_classification,273,45,5722367.659350208
convnext_base_classification,273,46,8902150.854450375
convnext_base_classification,273,47,8902150.854450375
convnext_base_classification,273,48,2364489.412645407
convnext_base_classification,273,49,5722367.659350208
convnext_base_classification,273,50,5722367.659350208
convnext_base_classification,273,1,5722367.659350208
convnext_base_classification,273,2,3678379.7718286267
convnext_base_classification,273,3,1519911.0829529332
convnext_base_classification,273,4,2364489.412645407
convnext_base_classification,273,5,3678379.7718286267
convnext_base_classification,273,6,5722367.659350208
convnext_base_classification,273,7,3678379.7718286267
convnext_base_classification,273,8,8902150.854450375
convnext_base_classification,273,9,3678379.7718286267
convnext_base_classification,273,10,3678379.7718286267
convnext_base_classification,273,11,3678379.7718286267
convnext_base_classification,273,12,2364489.412645407
convnext_base_classification,273,13,8902150.854450375
convnext_base_classification,273,14,3678379.7718286267
convnext_base_classification,273,15,3678379.7718286267
convnext_base_classification,273,16,5722367.659350208
convnext_base_classification,273,17,5722367.659350208
convnext_base_classification,273,18,8902150.854450375
convnext_base_classification,273,19,5722367.659350208
convnext_base_classification,273,20,5722367.659350208
convnext_base_classification,273,21,5722367.659350208
convnext_base_classification,273,22,5722367.659350208
convnext_base_classification,273,23,5722367.659350208
convnext_base_classification,273,24,8902150.854450375
convnext_base_classification,273,25,3678379.7718286267
convnext_base_classification,273,26,8902150.854450375
convnext_base_classification,273,27,5722367.659350208
convnext_base_classification,273,28,8902150.854450375
convnext_base_classification,273,29,5722367.659350208
convnext_base_classification,273,30,5722367.659350208
convnext_base_classification,273,31,5722367.659350208
convnext_base_classification,273,32,5722367.659350208
convnext_base_classification,273,33,5722367.659350208
convnext_base_classification,273,34,8902150.854450375
convnext_base_classification,273,35,5722367.659350208
convnext_base_classification,273,36,8902150.854450375
convnext_base_classification,273,37,8902150.854450375
convnext_base_classification,273,38,3678379.7718286267
convnext_base_classification,273,39,5722367.659350208
convnext_base_classification,273,40,5722367.659350208
convnext_base_classification,273,41,5722367.659350208
convnext_base_classification,273,42,5722367.659350208
convnext_base_classification,273,43,8902150.854450375
convnext_base_classification,273,44,8902150.854450375
convnext_base_classification,273,45,5722367.659350208
convnext_base_classification,273,46,8902150.854450375
convnext_base_classification,273,47,8902150.854450375
convnext_base_classification,273,48,2364489.412645407
convnext_base_classification,273,49,5722367.659350208
convnext_base_classification,273,50,5722367.659350208
xcit_nano_12_p8_224_classification,266,1,628029.1441834247
xcit_nano_12_p8_224_classification,266,2,259502.4211399732
xcit_nano_12_p8_224_classification,266,3,166810.0537200059
xcit_nano_12_p8_224_classification,266,4,166810.0537200059
xcit_nano_12_p8_224_classification,266,5,259502.4211399732
xcit_nano_12_p8_224_classification,266,6,403701.72585965495
xcit_nano_12_p8_224_classification,266,7,403701.72585965495
xcit_nano_12_p8_224_classification,266,8,977009.9572992247
xcit_nano_12_p8_224_classification,266,9,259502.4211399732
xcit_nano_12_p8_224_classification,266,10,403701.72585965495
xcit_nano_12_p8_224_classification,266,11,403701.72585965495
xcit_nano_12_p8_224_classification,266,12,259502.4211399732
xcit_nano_12_p8_224_classification,266,13,977009.9572992247
xcit_nano_12_p8_224_classification,266,14,403701.72585965495
xcit_nano_12_p8_224_classification,266,15,403701.72585965495
xcit_nano_12_p8_224_classification,266,16,628029.1441834247
xcit_nano_12_p8_224_classification,266,17,403701.72585965495
xcit_nano_12_p8_224_classification,266,18,628029.1441834247
xcit_nano_12_p8_224_classification,266,19,403701.72585965495
xcit_nano_12_p8_224_classification,266,20,403701.72585965495
xcit_nano_12_p8_224_classification,266,21,403701.72585965495
xcit_nano_12_p8_224_classification,266,22,628029.1441834247
xcit_nano_12_p8_224_classification,266,23,628029.1441834247
xcit_nano_12_p8_224_classification,266,24,628029.1441834247
xcit_nano_12_p8_224_classification,266,25,403701.72585965495
xcit_nano_12_p8_224_classification,266,26,977009.9572992247
xcit_nano_12_p8_224_classification,266,27,403701.72585965495
xcit_nano_12_p8_224_classification,266,28,977009.9572992247
xcit_nano_12_p8_224_classification,266,29,628029.1441834247
xcit_nano_12_p8_224_classification,266,30,628029.1441834247
xcit_nano_12_p8_224_classification,266,31,403701.72585965495
xcit_nano_12_p8_224_classification,266,32,403701.72585965495
xcit_nano_12_p8_224_classification,266,33,628029.1441834247
xcit_nano_12_p8_224_classification,266,34,628029.1441834247
xcit_nano_12_p8_224_classification,266,35,628029.1441834247
xcit_nano_12_p8_224_classification,266,36,977009.9572992247
xcit_nano_12_p8_224_classification,266,37,977009.9572992247
xcit_nano_12_p8_224_classification,266,38,628029.1441834247
xcit_nano_12_p8_224_classification,266,39,628029.1441834247
xcit_nano_12_p8_224_classification,266,40,628029.1441834247
xcit_nano_12_p8_224_classification,266,41,628029.1441834247
xcit_nano_12_p8_224_classification,266,42,628029.1441834247
xcit_nano_12_p8_224_classification,266,43,628029.1441834247
xcit_nano_12_p8_224_classification,266,44,977009.9572992247
xcit_nano_12_p8_224_classification,266,45,628029.1441834247
xcit_nano_12_p8_224_classification,266,46,977009.9572992247
xcit_nano_12_p8_224_classification,266,47,628029.1441834247
xcit_nano_12_p8_224_classification,266,48,259502.4211399732
xcit_nano_12_p8_224_classification,266,49,403701.72585965495
xcit_nano_12_p8_224_classification,266,50,628029.1441834247
xcit_nano_12_p8_224_classification,266,1,628029.1441834247
xcit_nano_12_p8_224_classification,266,2,259502.4211399732
xcit_nano_12_p8_224_classification,266,3,166810.0537200059
xcit_nano_12_p8_224_classification,266,4,166810.0537200059
xcit_nano_12_p8_224_classification,266,5,259502.4211399732
xcit_nano_12_p8_224_classification,266,6,403701.72585965495
xcit_nano_12_p8_224_classification,266,7,403701.72585965495
xcit_nano_12_p8_224_classification,266,8,977009.9572992247
xcit_nano_12_p8_224_classification,266,9,259502.4211399732
xcit_nano_12_p8_224_classification,266,10,403701.72585965495
xcit_nano_12_p8_224_classification,266,11,403701.72585965495
xcit_nano_12_p8_224_classification,266,12,259502.4211399732
xcit_nano_12_p8_224_classification,266,13,977009.9572992247
xcit_nano_12_p8_224_classification,266,14,403701.72585965495
xcit_nano_12_p8_224_classification,266,15,403701.72585965495
xcit_nano_12_p8_224_classification,266,16,628029.1441834247
xcit_nano_12_p8_224_classification,266,17,403701.72585965495
xcit_nano_12_p8_224_classification,266,18,628029.1441834247
xcit_nano_12_p8_224_classification,266,19,403701.72585965495
xcit_nano_12_p8_224_classification,266,20,403701.72585965495
xcit_nano_12_p8_224_classification,266,21,403701.72585965495
xcit_nano_12_p8_224_classification,266,22,628029.1441834247
xcit_nano_12_p8_224_classification,266,23,628029.1441834247
xcit_nano_12_p8_224_classification,266,24,628029.1441834247
xcit_nano_12_p8_224_classification,266,25,403701.72585965495
xcit_nano_12_p8_224_classification,266,26,977009.9572992247
xcit_nano_12_p8_224_classification,266,27,403701.72585965495
xcit_nano_12_p8_224_classification,266,28,977009.9572992247
xcit_nano_12_p8_224_classification,266,29,628029.1441834247
xcit_nano_12_p8_224_classification,266,30,628029.1441834247
xcit_nano_12_p8_224_classification,266,31,403701.72585965495
xcit_nano_12_p8_224_classification,266,32,403701.72585965495
xcit_nano_12_p8_224_classification,266,33,628029.1441834247
xcit_nano_12_p8_224_classification,266,34,628029.1441834247
xcit_nano_12_p8_224_classification,266,35,628029.1441834247
xcit_nano_12_p8_224_classification,266,36,977009.9572992247
xcit_nano_12_p8_224_classification,266,37,977009.9572992247
xcit_nano_12_p8_224_classification,266,38,628029.1441834247
xcit_nano_12_p8_224_classification,266,39,628029.1441834247
xcit_nano_12_p8_224_classification,266,40,628029.1441834247
xcit_nano_12_p8_224_classification,266,41,628029.1441834247
xcit_nano_12_p8_224_classification,266,42,628029.1441834247
xcit_nano_12_p8_224_classification,266,43,628029.1441834247
xcit_nano_12_p8_224_classification,266,44,977009.9572992247
xcit_nano_12_p8_224_classification,266,45,628029.1441834247
xcit_nano_12_p8_224_classification,266,46,977009.9572992247
xcit_nano_12_p8_224_classification,266,47,628029.1441834247
xcit_nano_12_p8_224_classification,266,48,259502.4211399732
xcit_nano_12_p8_224_classification,266,49,403701.72585965495
xcit_nano_12_p8_224_classification,266,50,628029.1441834247
xcit_nano_12_p16_224_classification,242,1,4862.601580065353
xcit_nano_12_p16_224_classification,242,2,2009.2330025650458
xcit_nano_12_p16_224_classification,242,3,1291.549665014884
xcit_nano_12_p16_224_classification,242,4,1291.549665014884
xcit_nano_12_p16_224_classification,242,5,3125.7158496882353
xcit_nano_12_p16_224_classification,242,6,3125.7158496882353
xcit_nano_12_p16_224_classification,242,7,3125.7158496882353
xcit_nano_12_p16_224_classification,242,8,7564.633275546283
xcit_nano_12_p16_224_classification,242,9,3125.7158496882353
xcit_nano_12_p16_224_classification,242,10,3125.7158496882353
xcit_nano_12_p16_224_classification,242,11,4862.601580065353
xcit_nano_12_p16_224_classification,242,12,2009.2330025650458
xcit_nano_12_p16_224_classification,242,13,7564.633275546283
xcit_nano_12_p16_224_classification,242,14,3125.7158496882353
xcit_nano_12_p16_224_classification,242,15,3125.7158496882353
xcit_nano_12_p16_224_classification,242,16,4862.601580065353
xcit_nano_12_p16_224_classification,242,17,4862.601580065353
xcit_nano_12_p16_224_classification,242,18,7564.633275546283
xcit_nano_12_p16_224_classification,242,19,4862.601580065353
xcit_nano_12_p16_224_classification,242,20,4862.601580065353
xcit_nano_12_p16_224_classification,242,21,4862.601580065353
xcit_nano_12_p16_224_classification,242,22,4862.601580065353
xcit_nano_12_p16_224_classification,242,23,4862.601580065353
xcit_nano_12_p16_224_classification,242,24,7564.633275546283
xcit_nano_12_p16_224_classification,242,25,3125.7158496882353
xcit_nano_12_p16_224_classification,242,26,7564.633275546283
xcit_nano_12_p16_224_classification,242,27,4862.601580065353
xcit_nano_12_p16_224_classification,242,28,7564.633275546283
xcit_nano_12_p16_224_classification,242,29,7564.633275546283
xcit_nano_12_p16_224_classification,242,30,4862.601580065353
xcit_nano_12_p16_224_classification,242,31,3125.7158496882353
xcit_nano_12_p16_224_classification,242,32,4862.601580065353
xcit_nano_12_p16_224_classification,242,33,4862.601580065353
xcit_nano_12_p16_224_classification,242,34,4862.601580065353
xcit_nano_12_p16_224_classification,242,35,4862.601580065353
xcit_nano_12_p16_224_classification,242,36,7564.633275546283
xcit_nano_12_p16_224_classification,242,37,7564.633275546283
xcit_nano_12_p16_224_classification,242,38,4862.601580065353
xcit_nano_12_p16_224_classification,242,39,4862.601580065353
xcit_nano_12_p16_224_classification,242,40,4862.601580065353
xcit_nano_12_p16_224_classification,242,41,7564.633275546283
xcit_nano_12_p16_224_classification,242,42,4862.601580065353
xcit_nano_12_p16_224_classification,242,43,7564.633275546283
xcit_nano_12_p16_224_classification,242,44,11768.119524349991
xcit_nano_12_p16_224_classification,242,45,4862.601580065353
xcit_nano_12_p16_224_classification,242,46,11768.119524349991
xcit_nano_12_p16_224_classification,242,47,4862.601580065353
xcit_nano_12_p16_224_classification,242,48,2009.2330025650458
xcit_nano_12_p16_224_classification,242,49,4862.601580065353
xcit_nano_12_p16_224_classification,242,50,4862.601580065353
xcit_nano_12_p16_224_classification,242,1,4862.601580065353
xcit_nano_12_p16_224_classification,242,2,2009.2330025650458
